team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
ANA,2024,ANA,ANA,Team Level,all,80,0.45,0.46,0.46,291803.0,2438.38,236.05,159.25,596.25,82.77,1318.1,964.65,223.35,234.6,222.0,2209.0,1149.0,1271.0,4629.0,214.0,275.0,30.0,495.0,8.0,1036.0,1330.0,1995.0,3144.0,304.0,645.0,2030.0,1826.0,344.0,1144.0,2497.0,597.0,264.0,73.73,73.42,88.9,89.0,73.0,52.0,4581.42,3358.0,3334.92,538.0,35.2,58.14,58.14,213.05,211.91,205.51,2842.46,289.4,192.73,677.96,95.52,1548.91,1111.48,273.86,291.28,275.7,2564.0,1352.0,1477.0,5393.0,256.0,271.0,38.0,632.0,6.0,1240.0,1511.0,2308.0,3660.0,282.0,603.0,2536.0,1413.0,354.0,1079.0,2860.0,729.0,327.0,84.98,90.72,113.7,75.0,95.0,86.0,5455.8,3916.0,3950.16,484.0,43.05,58.36,58.42,274.03,275.66,265.63
ANA,2024,ANA,ANA,Team Level,5on5,80,0.45,0.46,0.46,236308.0,1902.78,155.42,117.98,486.48,64.38,1025.47,774.35,148.97,153.96,147.62,1720.0,905.0,1036.0,3661.0,154.0,212.0,24.0,407.0,6.0,777.0,1069.0,1566.0,2471.0,274.0,582.0,1564.0,1728.0,294.0,1020.0,2048.0,420.0,157.0,58.78,52.01,44.63,73.0,58.0,23.0,3613.42,2625.0,2601.92,484.0,24.45,43.07,43.26,136.55,135.4,132.94,2237.85,190.54,144.29,561.28,75.42,1222.35,900.13,184.01,192.42,185.85,1993.0,1101.0,1224.0,4318.0,162.0,213.0,24.0,511.0,4.0,979.0,1225.0,1831.0,2932.0,256.0,548.0,1941.0,1328.0,303.0,952.0,2341.0,567.0,186.0,68.99,71.33,50.21,60.0,69.0,33.0,4380.8,3094.0,3128.16,443.0,29.85,40.52,40.94,179.45,181.09,178.15
ANA,2024,ANA,ANA,Team Level,4on5,80,0.12,0.12,0.13,21788.0,54.97,6.6,2.76,8.78,1.99,16.67,36.2,5.7,6.6,5.7,59.0,14.0,15.0,88.0,3.0,9.0,1.0,1.0,0.0,9.0,51.0,56.0,70.0,8.0,16.0,168.0,61.0,24.0,31.0,47.0,16.0,10.0,1.59,2.22,2.78,1.0,1.0,1.0,88.0,73.0,73.0,25.0,0.63,2.49,2.49,4.74,4.74,4.6,353.47,47.67,32.24,73.37,11.42,205.17,109.12,44.06,47.67,44.06,328.0,151.0,148.0,627.0,54.0,43.0,11.0,75.0,1.0,163.0,143.0,274.0,425.0,6.0,10.0,221.0,14.0,11.0,63.0,331.0,84.0,64.0,8.42,9.85,29.4,10.0,14.0,30.0,627.0,479.0,479.0,2.0,8.46,10.87,10.51,45.62,45.62,42.77
ANA,2024,ANA,ANA,Team Level,5on4,80,0.87,0.88,0.86,22194.0,327.49,38.5,28.14,72.97,11.01,196.08,103.3,36.33,38.5,36.33,288.0,162.0,143.0,593.0,23.0,35.0,2.0,65.0,2.0,178.0,147.0,265.0,427.0,15.0,33.0,169.0,7.0,16.0,61.0,298.0,109.0,43.0,9.16,12.74,16.59,5.0,7.0,11.0,593.0,450.0,450.0,13.0,7.13,7.11,6.92,38.71,38.71,37.23,55.51,5.73,2.82,8.15,1.97,16.93,37.4,5.68,5.73,5.68,55.0,18.0,7.0,80.0,5.0,0.0,0.0,6.0,0.0,13.0,49.0,50.0,68.0,14.0,33.0,220.0,37.0,26.0,33.0,48.0,18.0,7.0,1.56,2.34,1.83,2.0,2.0,1.0,80.0,73.0,73.0,26.0,0.65,0.0,0.0,6.38,6.38,6.31
EDM,2024,EDM,EDM,Team Level,other,80,0.58,0.52,0.54,10404.0,168.16,39.32,11.39,29.65,5.42,83.3,54.91,35.98,39.32,35.98,149.0,75.0,67.0,291.0,39.0,25.0,8.0,19.0,0.0,73.0,68.0,110.0,185.0,3.0,6.0,114.0,18.0,14.0,40.0,97.0,64.0,63.0,4.13,7.94,27.26,5.0,11.0,23.0,291.0,224.0,224.0,15.0,3.31,8.43,8.43,34.2,34.2,32.82,136.3,28.35,9.56,26.29,4.81,74.16,46.84,26.26,28.35,26.26,133.0,57.0,74.0,264.0,18.0,12.0,0.0,21.0,2.0,85.0,52.0,115.0,172.0,3.0,6.0,116.0,18.0,16.0,34.0,113.0,38.0,39.0,4.27,4.5,19.58,5.0,2.0,11.0,264.0,190.0,190.0,15.0,2.79,2.45,2.45,28.68,28.68,26.9
EDM,2024,EDM,EDM,Team Level,all,80,0.55,0.54,0.54,290324.0,2724.92,272.71,180.08,651.71,90.17,1445.26,1073.07,257.64,273.61,258.47,2574.0,1139.0,1378.0,5091.0,256.0,295.0,37.0,521.0,8.0,1165.0,1468.0,2318.0,3457.0,236.0,526.0,2231.0,1196.0,440.0,1197.0,2701.0,717.0,295.0,79.45,89.14,104.12,89.0,91.0,76.0,5113.14,3713.0,3731.4,505.0,39.78,64.16,64.16,248.33,249.2,242.15,2295.6,224.34,147.19,560.29,77.5,1229.37,899.31,214.04,224.75,214.4,2157.0,981.0,1219.0,4357.0,230.0,229.0,35.0,442.0,8.0,969.0,1260.0,1927.0,2908.0,244.0,545.0,2137.0,1618.0,378.0,1230.0,2333.0,551.0,254.0,67.26,67.74,89.34,90.0,82.0,58.0,4348.64,3138.0,3137.66,581.0,32.48,51.69,51.69,205.13,204.96,199.28
EDM,2024,EDM,EDM,Team Level,5on5,80,0.55,0.54,0.55,241745.0,2206.44,186.71,139.88,549.91,73.18,1176.82,893.5,179.35,187.61,180.18,2078.0,942.0,1173.0,4193.0,166.0,225.0,22.0,451.0,8.0,938.0,1232.0,1912.0,2854.0,211.0,470.0,1770.0,1128.0,387.0,1066.0,2286.0,561.0,173.0,66.91,70.25,49.55,74.0,69.0,23.0,4215.14,3020.0,3038.4,459.0,28.95,45.74,46.09,169.57,170.44,167.69,1842.52,155.2,113.7,468.22,62.12,985.64,735.11,149.52,155.63,149.9,1729.0,791.0,1006.0,3526.0,168.0,185.0,30.0,366.0,4.0,754.0,1043.0,1561.0,2352.0,227.0,505.0,1704.0,1553.0,324.0,1102.0,1916.0,442.0,162.0,54.53,54.68,46.0,77.0,64.0,27.0,3517.64,2520.0,2519.66,535.0,23.54,40.08,40.11,138.64,138.47,136.3
EDM,2024,EDM,EDM,Team Level,4on5,80,0.11,0.13,0.16,18717.0,49.98,4.38,2.26,7.38,1.57,15.85,35.56,4.34,4.38,4.34,53.0,14.0,9.0,76.0,4.0,4.0,1.0,1.0,0.0,15.0,43.0,49.0,63.0,9.0,21.0,156.0,39.0,21.0,31.0,46.0,17.0,4.0,1.15,2.15,1.08,2.0,1.0,1.0,76.0,67.0,67.0,23.0,0.52,0.81,0.59,4.31,4.31,4.29,263.6,36.05,21.55,57.89,8.86,153.02,80.63,33.6,36.05,33.6,243.0,115.0,135.0,493.0,40.0,29.0,5.0,52.0,2.0,121.0,114.0,203.0,318.0,6.0,15.0,171.0,19.0,17.0,64.0,252.0,58.0,48.0,6.98,6.77,22.3,6.0,14.0,20.0,493.0,358.0,358.0,10.0,5.59,8.45,8.42,33.22,33.22,31.54
EDM,2024,EDM,EDM,Team Level,5on4,80,0.9,0.88,0.85,19458.0,300.33,42.3,26.55,64.76,10.0,169.29,89.09,37.97,42.3,37.97,294.0,108.0,129.0,531.0,47.0,41.0,6.0,50.0,0.0,139.0,125.0,247.0,355.0,13.0,29.0,191.0,11.0,18.0,60.0,272.0,75.0,55.0,7.28,8.8,26.23,8.0,10.0,29.0,531.0,402.0,402.0,8.0,7.0,9.19,9.05,40.25,40.25,37.34,53.18,4.73,2.39,7.89,1.71,16.54,36.73,4.64,4.73,4.64,52.0,18.0,4.0,74.0,4.0,3.0,0.0,3.0,0.0,9.0,51.0,48.0,66.0,8.0,19.0,146.0,28.0,21.0,30.0,52.0,13.0,5.0,1.47,1.8,1.46,2.0,2.0,0.0,74.0,70.0,70.0,21.0,0.56,0.71,0.71,4.58,4.58,4.55
STL,2024,STL,STL,Team Level,other,81,0.5,0.52,0.49,10779.0,125.99,28.26,8.87,23.13,4.17,67.14,42.48,26.18,28.26,26.18,120.0,55.0,93.0,268.0,33.0,15.0,8.0,14.0,3.0,59.0,51.0,87.0,142.0,2.0,4.0,144.0,30.0,14.0,32.0,92.0,41.0,42.0,3.86,5.18,19.22,9.0,7.0,17.0,268.0,175.0,175.0,12.0,2.54,5.37,5.37,25.37,25.37,24.08,134.1,28.27,9.23,22.42,4.39,73.83,46.87,25.52,28.27,25.52,119.0,66.0,61.0,246.0,32.0,10.0,3.0,17.0,1.0,60.0,65.0,87.0,153.0,4.0,8.0,106.0,32.0,19.0,28.0,89.0,56.0,40.0,3.68,6.53,18.06,6.0,11.0,15.0,246.0,185.0,185.0,9.0,2.65,4.39,4.39,26.52,26.52,25.33
STL,2024,STL,STL,Team Level,all,81,0.49,0.49,0.49,295283.0,2288.33,219.17,151.22,551.27,75.14,1244.76,898.57,210.88,220.52,212.15,2157.0,985.0,1311.0,4453.0,244.0,201.0,33.0,454.0,6.0,927.0,1310.0,1913.0,2898.0,244.0,565.0,2298.0,1992.0,365.0,1272.0,2347.0,552.0,243.0,68.17,68.66,82.34,99.0,74.0,71.0,4471.36,3142.0,3151.76,583.0,33.31,44.04,44.04,208.32,209.49,205.09,2404.51,228.44,158.77,583.81,81.21,1311.53,955.25,215.63,229.01,216.17,2212.0,1107.0,1371.0,4690.0,230.0,234.0,24.0,511.0,3.0,1040.0,1301.0,1982.0,3089.0,244.0,570.0,2159.0,1680.0,398.0,1182.0,2467.0,593.0,259.0,68.94,72.26,87.23,81.0,84.0,65.0,4681.52,3319.0,3328.16,547.0,35.09,48.46,48.47,215.06,215.63,209.61
STL,2024,STL,STL,Team Level,5on5,81,0.5,0.49,0.49,248595.0,1854.61,154.82,117.28,464.4,60.57,1005.21,742.79,150.36,156.16,151.64,1756.0,790.0,1091.0,3637.0,172.0,153.0,21.0,385.0,1.0,738.0,1097.0,1584.0,2374.0,231.0,536.0,1820.0,1904.0,326.0,1167.0,1945.0,442.0,159.0,55.64,55.45,43.72,84.0,59.0,29.0,3655.36,2546.0,2555.76,546.0,24.25,32.55,32.8,146.2,147.37,145.53,1936.65,157.21,121.92,492.09,65.44,1053.59,784.74,151.61,157.79,152.14,1773.0,902.0,1185.0,3860.0,147.0,185.0,16.0,438.0,2.0,830.0,1073.0,1626.0,2528.0,227.0,531.0,1750.0,1582.0,344.0,1089.0,2062.0,448.0,165.0,56.63,55.08,45.5,63.0,61.0,23.0,3851.52,2675.0,2684.16,520.0,25.33,35.73,35.73,146.8,147.37,144.99
STL,2024,STL,STL,Team Level,4on5,81,0.07,0.11,0.13,17924.0,42.28,2.84,1.88,5.99,1.27,13.46,31.55,2.81,2.84,2.81,47.0,10.0,6.0,63.0,3.0,0.0,0.0,3.0,0.0,6.0,45.0,44.0,54.0,2.0,4.0,162.0,30.0,14.0,25.0,48.0,8.0,1.0,1.65,0.89,0.3,2.0,1.0,0.0,63.0,57.0,57.0,20.0,0.43,0.0,0.0,3.27,3.27,3.24,284.89,39.53,25.25,61.43,9.77,167.94,88.06,35.16,39.53,35.16,267.0,125.0,115.0,507.0,46.0,37.0,5.0,52.0,0.0,140.0,117.0,221.0,346.0,9.0,18.0,154.0,13.0,19.0,42.0,260.0,82.0,50.0,7.11,9.69,22.73,9.0,11.0,26.0,507.0,392.0,392.0,5.0,6.57,7.95,7.95,38.15,38.15,35.76
STL,2024,STL,STL,Team Level,5on4,81,0.91,0.86,0.84,17985.0,265.43,33.26,23.17,57.75,9.13,158.94,81.75,31.51,33.26,31.51,234.0,130.0,121.0,485.0,36.0,33.0,4.0,52.0,2.0,124.0,117.0,198.0,328.0,9.0,21.0,172.0,28.0,11.0,48.0,262.0,61.0,41.0,7.02,7.15,19.09,4.0,7.0,25.0,485.0,364.0,364.0,5.0,6.1,6.12,5.87,33.48,33.48,32.24,48.87,3.43,2.36,7.87,1.6,16.16,35.57,3.35,3.43,3.35,53.0,14.0,10.0,77.0,5.0,2.0,0.0,4.0,0.0,10.0,46.0,48.0,62.0,4.0,13.0,149.0,53.0,16.0,23.0,56.0,7.0,4.0,1.52,0.97,0.94,3.0,1.0,1.0,77.0,67.0,67.0,13.0,0.55,0.4,0.4,3.58,3.58,3.54
PIT,2024,PIT,PIT,Team Level,other,81,0.4,0.42,0.44,8630.0,114.8,26.12,8.56,20.53,4.11,61.32,38.36,23.98,26.12,23.98,101.0,58.0,59.0,218.0,31.0,10.0,1.0,12.0,2.0,63.0,41.0,70.0,128.0,4.0,8.0,112.0,31.0,14.0,26.0,81.0,43.0,35.0,3.23,5.37,17.51,7.0,10.0,14.0,218.0,159.0,159.0,11.0,2.45,3.4,3.4,25.18,25.18,23.81,147.84,38.84,10.63,26.36,5.0,76.94,46.24,35.51,38.84,35.51,137.0,67.0,91.0,295.0,44.0,19.0,6.0,18.0,0.0,63.0,60.0,93.0,160.0,2.0,4.0,91.0,28.0,8.0,32.0,103.0,45.0,56.0,4.33,5.84,28.68,7.0,10.0,27.0,295.0,204.0,204.0,12.0,3.08,6.54,6.54,35.37,35.37,33.23
PIT,2024,PIT,PIT,Team Level,all,81,0.48,0.5,0.49,295353.0,2554.71,255.65,178.58,625.7,87.74,1377.12,980.21,241.44,255.56,241.35,2288.0,1217.0,1385.0,4890.0,237.0,305.0,27.0,492.0,9.0,1091.0,1371.0,2051.0,3268.0,241.0,519.0,2412.0,1641.0,430.0,1256.0,2559.0,644.0,302.0,72.3,81.2,102.15,84.0,81.0,72.0,4868.31,3505.0,3491.2,552.0,39.58,65.69,65.69,229.54,229.5,223.1,2625.26,272.14,176.73,632.07,88.74,1420.21,1032.11,258.21,274.44,260.33,2452.0,1170.0,1319.0,4941.0,285.0,278.0,31.0,505.0,5.0,1123.0,1426.0,2167.0,3337.0,250.0,545.0,2156.0,1631.0,420.0,1229.0,2626.0,687.0,309.0,75.79,86.13,110.22,99.0,98.0,88.0,4987.61,3622.0,3655.22,590.0,39.13,58.97,58.97,252.3,254.29,246.96
PIT,2024,PIT,PIT,Team Level,5on5,81,0.49,0.51,0.5,244875.0,2048.03,174.98,134.77,523.44,70.14,1108.13,812.53,167.16,174.9,167.07,1819.0,1005.0,1175.0,3999.0,154.0,227.0,19.0,408.0,7.0,881.0,1147.0,1665.0,2670.0,221.0,473.0,1926.0,1558.0,379.0,1117.0,2138.0,500.0,186.0,59.67,63.27,52.04,69.0,60.0,25.0,3977.31,2824.0,2810.19,505.0,27.99,46.18,46.38,156.58,156.55,153.4,2074.05,181.5,134.5,523.3,70.51,1119.82,827.37,173.72,183.8,175.84,1914.0,943.0,1059.0,3916.0,194.0,222.0,22.0,408.0,5.0,871.0,1157.0,1720.0,2663.0,233.0,513.0,1717.0,1538.0,363.0,1095.0,2140.0,528.0,189.0,60.97,66.79,53.74,84.0,79.0,31.0,3962.61,2857.0,2890.22,533.0,27.95,45.41,45.5,163.95,165.94,162.99
PIT,2024,PIT,PIT,Team Level,4on5,81,0.07,0.09,0.1,20538.0,37.36,3.28,1.83,6.35,1.41,12.12,26.01,3.16,3.28,3.16,40.0,11.0,7.0,58.0,1.0,1.0,0.0,4.0,0.0,8.0,37.0,39.0,50.0,8.0,20.0,167.0,39.0,18.0,34.0,40.0,8.0,3.0,1.18,1.1,1.01,0.0,1.0,0.0,58.0,51.0,51.0,27.0,0.43,0.49,0.49,3.21,3.21,3.17,328.57,45.72,27.58,70.2,10.68,198.33,104.48,43.02,45.72,43.02,323.0,134.0,161.0,618.0,43.0,30.0,3.0,71.0,0.0,179.0,134.0,280.0,414.0,13.0,24.0,191.0,16.0,22.0,67.0,304.0,94.0,59.0,8.18,10.96,26.59,6.0,7.0,30.0,618.0,457.0,457.0,14.0,7.18,6.54,6.45,46.47,46.47,44.27
PIT,2024,PIT,PIT,Team Level,5on4,81,0.89,0.85,0.82,21310.0,354.51,51.27,33.42,75.37,12.08,195.55,103.31,47.14,51.27,47.14,328.0,143.0,144.0,615.0,51.0,67.0,7.0,68.0,0.0,139.0,146.0,277.0,420.0,8.0,18.0,207.0,13.0,19.0,79.0,300.0,93.0,78.0,8.22,11.47,31.59,8.0,10.0,33.0,615.0,471.0,471.0,9.0,8.72,15.62,15.42,44.57,44.57,42.73,74.8,6.06,4.02,12.2,2.56,25.13,54.02,5.96,6.06,5.96,78.0,26.0,8.0,112.0,4.0,7.0,0.0,8.0,0.0,10.0,75.0,74.0,100.0,2.0,4.0,157.0,49.0,27.0,35.0,79.0,20.0,5.0,2.31,2.54,1.21,2.0,2.0,0.0,112.0,104.0,104.0,31.0,0.93,0.48,0.48,6.51,6.51,6.48
VGK,2024,VGK,VGK,Team Level,other,80,0.55,0.45,0.46,8295.0,106.07,33.41,7.35,16.93,3.52,56.93,29.86,30.85,33.41,30.85,100.0,48.0,53.0,201.0,35.0,11.0,1.0,14.0,0.0,58.0,30.0,65.0,113.0,1.0,2.0,94.0,22.0,12.0,32.0,61.0,35.0,52.0,2.54,4.65,26.22,4.0,7.0,24.0,201.0,148.0,148.0,16.0,2.2,3.0,3.0,32.61,32.61,30.48,127.7,27.64,9.57,22.69,4.39,73.65,36.06,24.15,27.64,24.15,104.0,70.0,73.0,247.0,18.0,12.0,2.0,21.0,4.0,76.0,43.0,86.0,156.0,2.0,4.0,94.0,21.0,14.0,28.0,87.0,45.0,42.0,3.48,5.38,18.77,4.0,4.0,10.0,247.0,174.0,174.0,11.0,2.91,4.64,4.64,25.91,25.91,23.42
VGK,2024,VGK,VGK,Team Level,all,80,0.54,0.51,0.52,290566.0,2582.93,270.71,171.75,618.12,85.95,1379.46,1003.02,254.87,272.82,256.91,2409.0,1120.0,1297.0,4826.0,266.0,269.0,32.0,519.0,8.0,1150.0,1317.0,2143.0,3263.0,186.0,425.0,2258.0,1460.0,391.0,1272.0,2534.0,659.0,336.0,75.47,81.81,113.44,88.0,95.0,83.0,4881.67,3529.0,3563.46,586.0,37.79,57.71,57.71,250.79,252.71,243.28,2410.15,227.41,159.06,592.12,81.93,1308.27,943.19,214.78,227.34,214.71,2096.0,1216.0,1359.0,4671.0,209.0,262.0,35.0,443.0,6.0,1151.0,1241.0,1887.0,3103.0,203.0,455.0,2241.0,1872.0,375.0,1227.0,2470.0,583.0,259.0,70.9,72.19,84.32,77.0,68.0,64.0,4644.67,3312.0,3302.61,573.0,35.02,55.76,56.01,206.43,206.36,199.94
VGK,2024,VGK,VGK,Team Level,5on5,80,0.53,0.51,0.52,249953.0,2154.84,187.51,137.69,538.1,71.92,1151.15,865.62,180.02,189.62,182.06,1983.0,969.0,1133.0,4085.0,177.0,232.0,28.0,448.0,8.0,954.0,1133.0,1806.0,2775.0,173.0,393.0,1869.0,1391.0,352.0,1164.0,2212.0,532.0,208.0,65.41,66.01,56.09,77.0,72.0,28.0,4140.67,2952.0,2986.46,547.0,28.65,47.76,47.76,168.41,170.33,167.37,2003.21,168.09,126.5,510.94,68.3,1077.45,803.73,160.66,168.02,160.58,1740.0,1015.0,1140.0,3895.0,152.0,216.0,26.0,386.0,2.0,929.0,1070.0,1588.0,2603.0,192.0,431.0,1855.0,1802.0,332.0,1126.0,2111.0,463.0,181.0,59.59,57.96,50.54,69.0,49.0,34.0,3868.67,2755.0,2745.61,534.0,26.24,42.26,42.45,151.88,151.81,149.04
VGK,2024,VGK,VGK,Team Level,4on5,80,0.16,0.13,0.15,15696.0,44.37,5.12,2.82,6.97,1.55,14.31,28.24,5.01,5.12,5.01,47.0,12.0,9.0,68.0,6.0,1.0,0.0,5.0,0.0,8.0,39.0,41.0,53.0,4.0,12.0,121.0,37.0,21.0,27.0,36.0,16.0,7.0,1.13,1.98,2.0,3.0,3.0,0.0,68.0,59.0,59.0,20.0,0.64,0.3,0.3,5.46,5.46,5.4,240.46,27.76,21.16,52.77,8.01,145.28,77.02,26.13,27.76,26.13,215.0,117.0,133.0,465.0,36.0,30.0,6.0,33.0,0.0,138.0,95.0,179.0,296.0,4.0,10.0,151.0,11.0,16.0,41.0,239.0,61.0,32.0,6.84,7.08,13.84,3.0,14.0,19.0,465.0,332.0,332.0,1.0,5.45,7.75,7.81,25.4,25.4,24.28
VGK,2024,VGK,VGK,Team Level,5on4,80,0.92,0.88,0.88,16622.0,277.65,44.67,23.9,56.12,8.95,157.07,79.3,38.99,44.67,38.99,279.0,91.0,102.0,472.0,48.0,25.0,3.0,52.0,0.0,130.0,115.0,231.0,322.0,8.0,18.0,174.0,10.0,6.0,49.0,225.0,76.0,69.0,6.38,9.17,29.12,4.0,13.0,31.0,472.0,370.0,370.0,3.0,6.29,6.65,6.65,44.31,44.31,40.04,38.77,3.92,1.83,5.73,1.23,11.89,26.39,3.84,3.92,3.84,37.0,14.0,13.0,64.0,3.0,4.0,1.0,3.0,0.0,8.0,33.0,34.0,48.0,5.0,10.0,141.0,38.0,13.0,32.0,33.0,14.0,4.0,1.0,1.77,1.16,1.0,1.0,1.0,64.0,51.0,51.0,27.0,0.42,1.11,1.11,3.23,3.23,3.21
COL,2024,COL,COL,Team Level,other,82,0.51,0.53,0.55,12333.0,199.88,44.1,15.02,35.81,6.85,111.65,62.57,41.21,44.1,41.21,189.0,87.0,82.0,358.0,51.0,17.0,2.0,17.0,1.0,110.0,80.0,138.0,225.0,7.0,14.0,136.0,23.0,25.0,41.0,143.0,70.0,63.0,5.84,8.8,29.46,9.0,7.0,35.0,358.0,276.0,276.0,10.0,4.4,3.98,3.98,44.51,44.51,42.45,157.12,42.11,11.63,28.45,5.54,86.47,48.79,38.36,42.11,38.36,135.0,88.0,93.0,316.0,30.0,23.0,4.0,23.0,2.0,96.0,49.0,105.0,193.0,8.0,16.0,149.0,17.0,16.0,35.0,102.0,55.0,66.0,3.42,6.79,31.9,2.0,5.0,23.0,316.0,223.0,223.0,16.0,3.38,7.28,8.1,37.39,37.39,35.46
COL,2024,COL,COL,Team Level,all,82,0.53,0.54,0.54,298088.0,2668.05,259.52,176.5,651.61,90.08,1473.88,1049.38,247.71,260.64,248.78,2450.0,1251.0,1541.0,5242.0,273.0,250.0,32.0,468.0,7.0,1203.0,1500.0,2177.0,3428.0,234.0,508.0,2224.0,1549.0,416.0,1234.0,2761.0,665.0,275.0,81.09,81.76,96.66,108.0,79.0,86.0,5264.06,3701.0,3712.7,515.0,39.24,52.46,52.76,246.0,247.08,240.42,2326.01,231.75,155.82,570.72,78.38,1250.78,899.54,221.08,231.82,221.15,2124.0,1063.0,1319.0,4506.0,231.0,251.0,34.0,470.0,4.0,994.0,1237.0,1893.0,2956.0,264.0,561.0,2498.0,1633.0,383.0,1252.0,2321.0,606.0,260.0,62.5,76.34,92.91,79.0,75.0,77.0,4498.37,3187.0,3186.6,570.0,34.72,52.62,52.62,213.85,214.04,209.36
COL,2024,COL,COL,Team Level,5on5,82,0.53,0.54,0.54,244320.0,2117.0,170.91,132.32,546.32,71.62,1164.71,854.12,165.62,172.02,166.69,1925.0,1015.0,1302.0,4242.0,165.0,193.0,24.0,396.0,5.0,951.0,1230.0,1760.0,2775.0,208.0,453.0,1755.0,1468.0,362.0,1092.0,2275.0,509.0,156.0,65.12,62.65,43.14,81.0,57.0,27.0,4264.06,2940.0,2951.7,464.0,27.37,38.75,38.81,159.48,160.56,158.17,1831.97,151.44,115.95,470.96,61.42,983.11,728.12,145.95,151.5,146.01,1666.0,845.0,1085.0,3596.0,155.0,189.0,29.0,394.0,2.0,743.0,1028.0,1511.0,2356.0,236.0,503.0,1984.0,1556.0,326.0,1125.0,1900.0,467.0,144.0,50.6,59.39,41.45,66.0,56.0,33.0,3588.36,2511.0,2510.6,527.0,24.0,38.64,38.35,137.1,137.28,135.49
COL,2024,COL,COL,Team Level,4on5,82,0.1,0.14,0.16,19687.0,54.69,3.71,2.35,8.19,1.74,17.23,39.78,3.69,3.71,3.69,60.0,13.0,10.0,83.0,5.0,2.0,0.0,2.0,0.0,12.0,52.0,55.0,68.0,8.0,16.0,150.0,41.0,19.0,36.0,58.0,12.0,3.0,1.71,1.35,0.66,4.0,1.0,0.0,83.0,73.0,73.0,31.0,0.55,0.33,0.33,3.93,3.93,3.92,283.32,33.44,25.75,63.17,9.69,164.94,86.02,32.14,33.44,32.14,270.0,113.0,129.0,512.0,39.0,33.0,0.0,49.0,0.0,151.0,111.0,231.0,344.0,12.0,26.0,191.0,23.0,14.0,61.0,272.0,66.0,45.0,7.28,8.06,18.1,9.0,11.0,19.0,512.0,383.0,383.0,2.0,6.76,5.42,4.89,35.32,35.32,34.37
