team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
FLA,2024,FLA,FLA,Team Level,5on4,82,0.92,0.91,0.88,21779.0,378.91,57.08,34.24,80.12,12.41,217.7,113.45,52.63,57.08,52.63,356.0,159.0,197.0,712.0,51.0,48.0,7.0,83.0,3.0,188.0,142.0,305.0,464.0,13.0,29.0,223.0,41.0,20.0,52.0,319.0,118.0,78.0,9.03,14.01,34.03,5.0,16.0,30.0,712.0,515.0,515.0,5.0,8.89,14.14,13.45,52.51,52.51,49.14,51.28,4.67,2.18,7.71,1.65,15.39,35.41,3.96,4.67,3.96,60.0,7.0,7.0,74.0,6.0,5.0,0.0,3.0,0.0,14.0,39.0,54.0,61.0,10.0,23.0,217.0,58.0,31.0,38.0,48.0,12.0,7.0,1.04,1.44,2.19,2.0,3.0,1.0,74.0,67.0,67.0,30.0,0.5,1.37,1.37,3.8,3.8,3.6
TBL,2024,TBL,TBL,Team Level,other,81,0.56,0.54,0.55,10376.0,158.3,42.65,11.79,26.54,5.16,83.12,45.73,40.86,42.65,40.86,151.0,64.0,84.0,299.0,45.0,10.0,0.0,25.0,0.0,73.0,62.0,106.0,170.0,4.0,8.0,119.0,24.0,7.0,31.0,100.0,55.0,60.0,3.87,6.99,31.8,5.0,6.0,34.0,299.0,215.0,215.0,10.0,3.42,2.79,2.79,43.28,43.28,41.7,128.96,33.24,8.96,22.88,4.56,66.3,42.06,29.94,33.24,29.94,104.0,74.0,76.0,254.0,27.0,8.0,0.0,13.0,2.0,70.0,58.0,77.0,151.0,3.0,6.0,115.0,29.0,9.0,35.0,86.0,42.0,50.0,3.22,5.45,24.57,3.0,6.0,18.0,254.0,178.0,178.0,12.0,2.57,2.96,2.96,32.85,32.85,30.19
TBL,2024,TBL,TBL,Team Level,all,81,0.53,0.51,0.51,294355.0,2550.25,269.51,177.21,600.0,84.54,1371.76,987.98,258.88,272.09,261.35,2316.0,1175.0,1369.0,4860.0,292.0,241.0,33.0,514.0,4.0,1130.0,1310.0,2024.0,3199.0,258.0,588.0,2357.0,1441.0,338.0,1187.0,2507.0,687.0,297.0,74.0,86.41,109.1,102.0,98.0,92.0,4947.51,3491.0,3535.75,511.0,39.54,51.93,52.21,256.84,259.14,253.56,2452.47,240.91,164.45,602.18,83.2,1314.03,955.22,225.86,238.99,224.11,2290.0,1070.0,1286.0,4646.0,212.0,249.0,20.0,501.0,11.0,1002.0,1385.0,2078.0,3148.0,277.0,631.0,2343.0,1986.0,373.0,1187.0,2475.0,618.0,267.0,71.6,75.41,93.9,87.0,72.0,53.0,4571.31,3360.0,3326.24,563.0,36.33,51.5,51.54,225.69,224.27,215.98
TBL,2024,TBL,TBL,Team Level,5on5,81,0.51,0.5,0.5,243878.0,2000.83,174.55,131.11,496.71,66.68,1082.33,800.61,167.76,177.13,170.23,1799.0,953.0,1100.0,3852.0,186.0,187.0,24.0,427.0,4.0,880.0,1068.0,1613.0,2566.0,229.0,527.0,1880.0,1364.0,307.0,1050.0,2055.0,524.0,173.0,60.64,65.81,48.1,85.0,76.0,25.0,3939.51,2752.0,2796.75,472.0,27.28,38.7,38.83,163.01,165.3,162.44,1990.91,165.77,126.75,509.0,67.29,1070.31,792.88,158.09,163.86,156.34,1861.0,871.0,1064.0,3796.0,141.0,195.0,12.0,434.0,7.0,801.0,1154.0,1720.0,2591.0,247.0,565.0,1880.0,1869.0,339.0,1058.0,2079.0,491.0,162.0,59.84,59.36,46.57,75.0,50.0,16.0,3721.31,2732.0,2698.24,513.0,26.31,39.78,39.82,152.27,150.84,148.3
TBL,2024,TBL,TBL,Team Level,4on5,81,0.14,0.17,0.19,19299.0,64.89,6.08,3.63,9.12,2.02,20.68,45.48,6.01,6.08,6.01,70.0,17.0,17.0,104.0,9.0,5.0,1.0,7.0,0.0,14.0,52.0,61.0,78.0,11.0,25.0,180.0,39.0,16.0,37.0,59.0,22.0,6.0,1.86,2.69,1.53,4.0,3.0,2.0,104.0,87.0,87.0,24.0,0.82,0.76,0.76,6.15,6.15,6.12,283.34,38.08,26.24,62.43,9.68,160.45,85.11,34.03,38.08,34.03,267.0,115.0,132.0,514.0,35.0,44.0,7.0,52.0,2.0,126.0,123.0,232.0,347.0,20.0,46.0,167.0,29.0,10.0,61.0,257.0,71.0,54.0,6.87,8.68,22.53,5.0,11.0,19.0,514.0,382.0,382.0,9.0,6.87,8.69,8.69,36.26,36.26,33.19
TBL,2024,TBL,TBL,Team Level,5on4,81,0.92,0.88,0.87,20802.0,326.23,46.21,30.68,67.63,10.67,185.64,96.16,44.24,46.21,44.24,296.0,141.0,168.0,605.0,52.0,39.0,8.0,55.0,0.0,163.0,128.0,244.0,385.0,14.0,28.0,178.0,14.0,8.0,69.0,293.0,86.0,58.0,7.63,10.93,27.66,8.0,13.0,31.0,605.0,437.0,437.0,5.0,8.02,9.69,9.84,44.39,44.39,43.31,49.25,3.82,2.48,7.87,1.67,16.97,35.18,3.79,3.82,3.79,58.0,10.0,14.0,82.0,9.0,2.0,1.0,2.0,0.0,5.0,50.0,49.0,59.0,7.0,14.0,181.0,59.0,15.0,33.0,53.0,14.0,1.0,1.67,1.92,0.23,4.0,5.0,0.0,82.0,68.0,68.0,29.0,0.57,0.08,0.08,4.31,4.31,4.29
CAR,2024,CAR,CAR,Team Level,other,80,0.54,0.53,0.55,10587.0,148.81,37.5,9.79,26.1,5.0,81.37,49.24,33.67,37.5,33.67,138.0,71.0,72.0,281.0,35.0,12.0,3.0,19.0,2.0,77.0,64.0,103.0,174.0,5.0,13.0,119.0,23.0,18.0,38.0,99.0,55.0,55.0,4.25,6.38,26.86,2.0,6.0,27.0,281.0,209.0,209.0,19.0,2.92,4.05,4.05,36.36,36.36,33.88,123.01,31.37,9.1,22.68,4.41,67.31,35.13,29.82,31.37,29.82,109.0,61.0,79.0,249.0,24.0,13.0,1.0,16.0,1.0,68.0,48.0,85.0,146.0,7.0,17.0,115.0,18.0,9.0,27.0,85.0,34.0,51.0,3.32,4.16,23.88,4.0,0.0,20.0,249.0,170.0,170.0,11.0,2.74,3.52,3.52,30.58,30.58,29.35
CAR,2024,CAR,CAR,Team Level,all,80,0.55,0.59,0.58,289820.0,2943.13,287.11,193.15,723.73,99.06,1591.41,1145.54,271.92,288.62,273.39,2537.0,1503.0,1596.0,5636.0,259.0,308.0,27.0,526.0,11.0,1390.0,1546.0,2278.0,3781.0,260.0,556.0,2506.0,1364.0,451.0,1291.0,2931.0,803.0,306.0,83.66,99.83,103.61,86.0,102.0,71.0,5679.95,4040.0,4067.89,545.0,42.79,57.29,57.42,272.47,273.87,264.57,2188.15,230.34,150.52,518.47,73.94,1157.84,837.9,218.97,230.42,219.05,1992.0,977.0,1003.0,3972.0,219.0,255.0,28.0,379.0,9.0,873.0,1234.0,1773.0,2750.0,266.0,578.0,2256.0,1866.0,402.0,1312.0,2075.0,607.0,287.0,59.71,74.53,96.09,76.0,73.0,70.0,3961.77,2969.0,2968.25,634.0,33.69,55.6,55.6,208.43,208.66,203.61
CAR,2024,CAR,CAR,Team Level,5on5,80,0.55,0.59,0.58,234049.0,2332.34,196.22,146.26,602.83,79.2,1256.75,925.73,188.99,197.73,190.46,1971.0,1236.0,1354.0,4561.0,170.0,255.0,20.0,429.0,8.0,1085.0,1260.0,1801.0,3037.0,225.0,480.0,1976.0,1278.0,385.0,1129.0,2399.0,621.0,187.0,67.32,77.55,51.36,72.0,73.0,25.0,4604.95,3207.0,3234.89,483.0,30.44,45.21,45.34,181.32,182.72,179.33,1717.54,157.72,112.34,421.54,57.88,906.07,675.44,150.93,157.81,151.01,1564.0,767.0,811.0,3142.0,160.0,186.0,22.0,305.0,8.0,664.0,1008.0,1404.0,2171.0,239.0,518.0,1730.0,1740.0,355.0,1165.0,1679.0,469.0,183.0,48.38,58.21,51.13,66.0,62.0,32.0,3131.77,2331.0,2330.25,583.0,23.39,41.06,41.06,140.05,140.28,137.87
CAR,2024,CAR,CAR,Team Level,4on5,80,0.18,0.18,0.2,22152.0,73.9,7.49,3.66,10.75,2.28,22.84,48.99,7.33,7.49,7.33,75.0,21.0,10.0,106.0,10.0,5.0,0.0,4.0,0.0,21.0,56.0,65.0,86.0,10.0,20.0,170.0,43.0,24.0,41.0,62.0,25.0,9.0,1.81,3.45,2.23,3.0,7.0,0.0,106.0,96.0,96.0,32.0,0.84,1.01,1.01,7.31,7.31,7.28,288.58,34.86,26.23,65.48,9.86,166.11,87.47,32.04,34.86,32.04,256.0,134.0,97.0,487.0,30.0,51.0,3.0,53.0,0.0,132.0,124.0,226.0,360.0,9.0,18.0,222.0,43.0,17.0,78.0,259.0,87.0,44.0,6.65,10.05,18.15,5.0,9.0,16.0,487.0,390.0,390.0,8.0,6.91,9.41,9.41,32.35,32.35,30.98
CAR,2024,CAR,CAR,Team Level,5on4,80,0.88,0.88,0.87,23032.0,388.08,45.9,33.43,84.05,12.59,230.46,121.57,41.93,45.9,41.93,353.0,175.0,160.0,688.0,44.0,36.0,4.0,74.0,1.0,207.0,166.0,309.0,484.0,20.0,43.0,241.0,20.0,24.0,83.0,371.0,102.0,55.0,10.28,12.45,23.16,9.0,16.0,19.0,688.0,528.0,528.0,11.0,8.6,7.02,7.02,47.48,47.48,44.08,59.02,6.4,2.84,8.76,1.79,18.34,39.87,6.18,6.4,6.18,63.0,15.0,16.0,94.0,5.0,5.0,2.0,5.0,0.0,9.0,54.0,58.0,73.0,11.0,25.0,189.0,65.0,21.0,42.0,52.0,17.0,9.0,1.36,2.11,2.93,1.0,2.0,2.0,94.0,78.0,78.0,32.0,0.66,1.61,1.61,5.45,5.45,5.41
COL,2024,COL,COL,Team Level,other,82,0.51,0.53,0.55,12333.0,199.88,44.1,15.02,35.81,6.85,111.65,62.57,41.21,44.1,41.21,189.0,87.0,82.0,358.0,51.0,17.0,2.0,17.0,1.0,110.0,80.0,138.0,225.0,7.0,14.0,136.0,23.0,25.0,41.0,143.0,70.0,63.0,5.84,8.8,29.46,9.0,7.0,35.0,358.0,276.0,276.0,10.0,4.4,3.98,3.98,44.51,44.51,42.45,157.12,42.11,11.63,28.45,5.54,86.47,48.79,38.36,42.11,38.36,135.0,88.0,93.0,316.0,30.0,23.0,4.0,23.0,2.0,96.0,49.0,105.0,193.0,8.0,16.0,149.0,17.0,16.0,35.0,102.0,55.0,66.0,3.42,6.79,31.9,2.0,5.0,23.0,316.0,223.0,223.0,16.0,3.38,7.28,8.1,37.39,37.39,35.46
COL,2024,COL,COL,Team Level,all,82,0.53,0.54,0.54,298088.0,2668.05,259.53,176.51,651.61,90.08,1473.88,1049.38,247.71,260.64,248.78,2451.0,1250.0,1541.0,5242.0,273.0,250.0,32.0,468.0,7.0,1203.0,1500.0,2178.0,3428.0,234.0,508.0,2223.0,1549.0,416.0,1234.0,2761.0,665.0,275.0,81.1,81.76,96.66,108.0,79.0,86.0,5264.06,3701.0,3712.7,515.0,39.24,52.46,52.76,246.0,247.09,240.42,2325.69,231.75,155.84,570.77,78.41,1250.73,899.5,221.07,231.82,221.15,2126.0,1061.0,1319.0,4506.0,231.0,251.0,34.0,470.0,4.0,994.0,1237.0,1895.0,2956.0,264.0,561.0,2499.0,1633.0,383.0,1252.0,2321.0,606.0,260.0,62.49,76.34,92.91,79.0,75.0,77.0,4498.37,3187.0,3186.6,570.0,34.73,52.62,52.62,213.85,214.04,209.36
COL,2024,COL,COL,Team Level,5on5,82,0.53,0.54,0.54,244320.0,2117.01,170.91,132.32,546.32,71.62,1164.7,854.11,165.62,172.02,166.7,1926.0,1014.0,1302.0,4242.0,165.0,193.0,24.0,396.0,5.0,951.0,1230.0,1761.0,2775.0,208.0,453.0,1755.0,1468.0,362.0,1092.0,2275.0,509.0,156.0,65.13,62.65,43.14,81.0,57.0,27.0,4264.06,2940.0,2951.7,464.0,27.37,38.75,38.81,159.48,160.56,158.17,1831.64,151.44,115.98,471.0,61.46,983.06,728.08,145.95,151.5,146.01,1668.0,843.0,1085.0,3596.0,155.0,189.0,29.0,394.0,2.0,743.0,1028.0,1513.0,2356.0,236.0,503.0,1984.0,1556.0,326.0,1125.0,1900.0,467.0,144.0,50.59,59.39,41.45,66.0,56.0,33.0,3588.36,2511.0,2510.6,527.0,24.01,38.64,38.35,137.1,137.28,135.49
COL,2024,COL,COL,Team Level,4on5,82,0.1,0.14,0.16,19687.0,54.69,3.71,2.35,8.19,1.74,17.23,39.78,3.69,3.71,3.69,60.0,13.0,10.0,83.0,5.0,2.0,0.0,2.0,0.0,12.0,52.0,55.0,68.0,8.0,16.0,150.0,41.0,19.0,36.0,58.0,12.0,3.0,1.71,1.35,0.66,4.0,1.0,0.0,83.0,73.0,73.0,31.0,0.55,0.33,0.33,3.93,3.93,3.92,283.32,33.44,25.75,63.17,9.69,164.94,86.02,32.14,33.44,32.14,270.0,113.0,129.0,512.0,39.0,33.0,0.0,49.0,0.0,151.0,111.0,231.0,344.0,12.0,26.0,191.0,23.0,14.0,61.0,272.0,66.0,45.0,7.28,8.06,18.1,9.0,11.0,19.0,512.0,383.0,383.0,2.0,6.76,5.42,4.89,35.32,35.32,34.37
COL,2024,COL,COL,Team Level,5on4,82,0.9,0.87,0.85,21748.0,296.48,40.81,26.82,61.3,9.86,180.29,92.91,37.19,40.81,37.19,276.0,136.0,147.0,559.0,52.0,38.0,6.0,53.0,1.0,130.0,138.0,224.0,360.0,11.0,25.0,182.0,17.0,10.0,65.0,285.0,74.0,53.0,8.43,8.97,23.41,14.0,14.0,24.0,559.0,412.0,412.0,10.0,6.91,9.39,9.64,38.08,38.08,35.88,53.61,4.76,2.49,8.14,1.72,16.26,36.62,4.62,4.76,4.62,53.0,17.0,12.0,82.0,7.0,6.0,1.0,4.0,0.0,4.0,49.0,46.0,63.0,8.0,16.0,175.0,37.0,27.0,31.0,47.0,18.0,5.0,1.19,2.11,1.45,2.0,3.0,2.0,82.0,70.0,70.0,25.0,0.58,1.29,1.29,4.05,4.05,4.03
UTA,2024,UTA,UTA,Team Level,other,82,0.51,0.48,0.48,10258.0,150.81,38.08,9.56,27.68,5.08,73.15,49.45,36.07,38.08,36.07,128.0,75.0,76.0,279.0,31.0,16.0,3.0,18.0,2.0,70.0,66.0,97.0,172.0,2.0,4.0,141.0,18.0,12.0,28.0,85.0,61.0,57.0,3.7,7.41,26.97,2.0,9.0,20.0,279.0,203.0,203.0,10.0,2.79,4.52,4.52,36.35,36.35,35.1,161.5,35.99,10.77,29.23,5.33,82.41,55.27,33.58,35.99,33.58,147.0,72.0,83.0,302.0,39.0,10.0,3.0,23.0,2.0,71.0,74.0,108.0,180.0,8.0,18.0,124.0,32.0,10.0,33.0,107.0,64.0,48.0,4.0,8.07,23.92,4.0,11.0,24.0,302.0,219.0,219.0,15.0,3.1,3.44,3.44,35.64,35.64,33.46
UTA,2024,UTA,UTA,Team Level,all,82,0.52,0.52,0.52,299653.0,2660.36,272.69,169.96,648.61,89.31,1426.98,1025.51,260.74,273.64,261.69,2342.0,1292.0,1448.0,5082.0,240.0,264.0,27.0,470.0,10.0,1233.0,1417.0,2102.0,3394.0,301.0,711.0,2482.0,1467.0,384.0,1414.0,2588.0,747.0,299.0,76.53,91.09,105.08,79.0,87.0,74.0,5108.09,3634.0,3655.43,665.0,37.44,54.86,54.86,255.2,256.16,250.11,2478.32,250.26,160.44,601.57,83.24,1307.82,967.67,239.85,250.58,240.18,2272.0,1099.0,1381.0,4752.0,247.0,226.0,39.0,472.0,7.0,1140.0,1279.0,2025.0,3124.0,288.0,665.0,2331.0,1924.0,406.0,1249.0,2427.0,683.0,261.0,71.29,84.0,94.98,81.0,80.0,86.0,4750.01,3371.0,3369.72,575.0,35.77,50.14,50.17,235.85,236.27,230.05
UTA,2024,UTA,UTA,Team Level,5on5,82,0.53,0.53,0.53,243898.0,2168.61,185.5,133.93,553.07,73.29,1166.17,855.1,177.84,186.45,178.77,1899.0,1069.0,1215.0,4183.0,158.0,222.0,22.0,397.0,8.0,995.0,1188.0,1741.0,2810.0,265.0,631.0,1899.0,1395.0,328.0,1263.0,2217.0,568.0,183.0,64.87,69.88,50.75,69.0,64.0,25.0,4209.09,2968.0,2989.43,598.0,27.78,43.3,43.33,169.89,170.84,167.88,1899.33,162.7,114.83,485.72,64.11,1002.84,761.8,157.6,163.02,157.93,1728.0,864.0,1085.0,3677.0,151.0,176.0,28.0,374.0,4.0,867.0,1020.0,1577.0,2441.0,259.0,597.0,1839.0,1810.0,341.0,1096.0,1943.0,492.0,157.0,56.54,60.85,45.32,65.0,54.0,32.0,3675.01,2592.0,2590.72,523.0,23.85,38.14,38.18,148.37,148.8,146.78
UTA,2024,UTA,UTA,Team Level,4on5,82,0.06,0.08,0.1,23538.0,39.36,3.11,1.71,6.27,1.38,12.42,27.12,3.03,3.11,3.03,37.0,15.0,10.0,62.0,2.0,1.0,0.0,1.0,0.0,5.0,43.0,35.0,50.0,14.0,30.0,230.0,35.0,26.0,52.0,38.0,9.0,5.0,0.87,1.05,1.19,1.0,1.0,0.0,62.0,52.0,52.0,42.0,0.4,0.18,0.18,3.32,3.32,3.23,364.68,47.16,32.54,78.54,12.09,206.05,112.62,44.3,47.16,44.3,336.0,153.0,198.0,687.0,49.0,39.0,7.0,72.0,1.0,188.0,140.0,287.0,440.0,11.0,22.0,186.0,26.0,30.0,83.0,324.0,113.0,52.0,9.06,13.41,24.69,7.0,12.0,30.0,687.0,489.0,489.0,7.0,8.3,8.42,8.42,47.03,47.03,45.02
UTA,2024,UTA,UTA,Team Level,5on4,82,0.91,0.87,0.85,21959.0,301.58,46.01,24.76,61.59,9.56,175.24,93.84,43.82,46.01,43.82,278.0,133.0,147.0,558.0,49.0,25.0,2.0,54.0,0.0,163.0,120.0,229.0,362.0,20.0,46.0,212.0,19.0,18.0,71.0,248.0,109.0,54.0,7.09,12.75,26.17,7.0,13.0,29.0,558.0,411.0,411.0,15.0,6.47,6.87,6.84,45.64,45.64,43.9,52.8,4.41,2.3,8.08,1.71,16.52,37.98,4.35,4.41,4.35,61.0,10.0,15.0,86.0,8.0,1.0,1.0,3.0,0.0,14.0,45.0,53.0,63.0,10.0,28.0,182.0,56.0,25.0,37.0,53.0,14.0,4.0,1.69,1.68,1.05,5.0,3.0,0.0,86.0,71.0,71.0,30.0,0.52,0.13,0.13,4.8,4.8,4.77
ANA,2024,ANA,ANA,Team Level,other,81,0.43,0.44,0.44,11589.0,157.69,35.85,10.74,28.82,5.53,82.56,52.51,32.66,35.85,32.66,147.0,69.0,79.0,295.0,34.0,19.0,3.0,22.0,0.0,75.0,66.0,113.0,182.0,7.0,14.0,133.0,30.0,11.0,33.0,108.0,54.0,54.0,4.29,6.65,24.9,10.0,7.0,17.0,295.0,216.0,216.0,17.0,3.1,5.48,5.48,33.47,33.47,31.14,200.35,46.6,13.77,35.98,6.82,106.51,66.32,41.06,46.6,41.06,193.0,83.0,99.0,375.0,37.0,16.0,4.0,41.0,1.0,85.0,96.0,156.0,239.0,7.0,14.0,156.0,34.0,15.0,32.0,143.0,61.0,72.0,6.15,7.3,33.14,3.0,11.0,23.0,375.0,276.0,276.0,14.0,4.19,7.48,7.48,43.31,43.31,39.12
ANA,2024,ANA,ANA,Team Level,all,81,0.45,0.46,0.46,295685.0,2473.83,238.6,161.47,605.81,83.9,1336.71,978.57,225.74,237.27,224.51,2239.0,1167.0,1287.0,4693.0,216.0,278.0,30.0,506.0,8.0,1048.0,1350.0,2023.0,3190.0,306.0,649.0,2061.0,1843.0,349.0,1157.0,2533.0,606.0,267.0,74.48,74.39,89.72,89.0,74.0,53.0,4647.84,3406.0,3384.63,548.0,35.7,58.83,58.83,215.41,214.37,207.87,2885.91,292.9,195.64,687.64,96.81,1573.81,1129.2,277.1,294.68,278.85,2605.0,1371.0,1492.0,5468.0,259.0,274.0,39.0,641.0,6.0,1260.0,1536.0,2346.0,3717.0,283.0,605.0,2565.0,1435.0,355.0,1096.0,2912.0,733.0,331.0,86.65,91.24,115.0,76.0,96.0,87.0,5528.57,3976.0,4008.55,492.0,43.68,59.28,59.34,277.25,278.78,268.67
ANA,2024,ANA,ANA,Team Level,5on5,81,0.45,0.46,0.46,239754.0,1933.67,157.66,119.84,495.24,65.37,1041.41,786.56,151.06,156.33,149.83,1745.0,922.0,1050.0,3717.0,156.0,215.0,24.0,418.0,6.0,786.0,1086.0,1589.0,2511.0,275.0,584.0,1590.0,1743.0,298.0,1032.0,2080.0,427.0,160.0,59.44,52.77,45.45,73.0,59.0,24.0,3671.84,2667.0,2645.63,493.0,24.83,43.76,43.95,138.48,137.44,134.9,2271.07,192.47,146.33,568.99,76.44,1241.35,914.42,185.93,194.25,187.67,2024.0,1116.0,1238.0,4378.0,163.0,215.0,24.0,517.0,4.0,996.0,1245.0,1861.0,2977.0,256.0,548.0,1963.0,1350.0,303.0,968.0,2383.0,569.0,188.0,70.24,71.61,50.62,61.0,69.0,33.0,4438.57,3140.0,3172.55,450.0,30.27,40.93,41.35,181.39,182.93,179.97
ANA,2024,ANA,ANA,Team Level,4on5,81,0.12,0.12,0.13,22028.0,54.97,6.6,2.76,8.78,1.99,16.67,36.2,5.7,6.6,5.7,59.0,14.0,15.0,88.0,3.0,9.0,1.0,1.0,0.0,9.0,51.0,56.0,70.0,9.0,18.0,169.0,63.0,24.0,31.0,47.0,16.0,10.0,1.59,2.22,2.78,1.0,1.0,1.0,88.0,73.0,73.0,25.0,0.63,2.49,2.49,4.74,4.74,4.6,358.97,48.1,32.73,74.51,11.57,209.03,111.06,44.44,48.1,44.44,333.0,154.0,148.0,635.0,54.0,43.0,11.0,77.0,1.0,166.0,146.0,279.0,433.0,6.0,10.0,226.0,14.0,11.0,63.0,338.0,85.0,64.0,8.71,9.99,29.4,10.0,14.0,30.0,635.0,487.0,487.0,2.0,8.58,10.87,10.51,46.17,46.17,43.26
ANA,2024,ANA,ANA,Team Level,5on4,81,0.87,0.88,0.86,22314.0,327.49,38.5,28.14,72.97,11.01,196.08,103.3,36.33,38.5,36.33,288.0,162.0,143.0,593.0,23.0,35.0,2.0,65.0,2.0,178.0,147.0,265.0,427.0,15.0,33.0,169.0,7.0,16.0,61.0,298.0,109.0,43.0,9.16,12.74,16.59,5.0,7.0,11.0,593.0,450.0,450.0,13.0,7.13,7.11,6.92,38.71,38.71,37.23,55.51,5.73,2.82,8.15,1.97,16.93,37.4,5.68,5.73,5.68,55.0,18.0,7.0,80.0,5.0,0.0,0.0,6.0,0.0,13.0,49.0,50.0,68.0,14.0,33.0,220.0,37.0,26.0,33.0,48.0,18.0,7.0,1.56,2.34,1.83,2.0,2.0,1.0,80.0,73.0,73.0,26.0,0.65,0.0,0.0,6.38,6.38,6.31
LAK,2024,LAK,LAK,Team Level,other,81,0.54,0.49,0.47,11350.0,124.99,33.38,8.91,23.1,4.33,65.88,40.4,32.0,33.38,32.0,116.0,60.0,80.0,256.0,34.0,10.0,1.0,15.0,0.0,66.0,51.0,82.0,142.0,6.0,10.0,114.0,23.0,20.0,29.0,88.0,40.0,48.0,3.62,4.99,24.77,5.0,2.0,27.0,256.0,176.0,176.0,13.0,2.54,1.87,1.87,34.04,34.04,32.64,145.03,28.99,10.81,27.22,4.97,79.68,46.34,27.17,28.99,27.17,136.0,62.0,70.0,268.0,37.0,18.0,4.0,16.0,1.0,63.0,63.0,99.0,161.0,3.0,9.0,124.0,32.0,22.0,26.0,110.0,47.0,41.0,3.96,5.61,19.42,7.0,12.0,18.0,268.0,198.0,198.0,9.0,3.2,4.55,4.55,27.64,27.64,26.65
LAK,2024,LAK,LAK,Team Level,all,81,0.54,0.53,0.53,294201.0,2599.66,247.73,173.6,640.29,88.17,1403.43,1025.78,237.1,250.21,239.49,2273.0,1306.0,1416.0,4995.0,248.0,276.0,36.0,475.0,9.0,1155.0,1416.0,2025.0,3331.0,277.0,612.0,2296.0,1723.0,351.0,1137.0,2677.0,625.0,277.0,74.48,78.16,95.09,101.0,69.0,78.0,5065.8,3579.0,3625.54,515.0,38.2,57.62,57.81,228.11,230.34,225.6,2306.01,211.28,154.95,561.85,77.81,1246.71,909.47,203.2,210.86,202.76,2064.0,1099.0,1293.0,4456.0,198.0,222.0,31.0,388.0,8.0,1000.0,1347.0,1866.0,2965.0,246.0,548.0,2235.0,1811.0,377.0,1128.0,2371.0,582.0,210.0,65.3,72.52,73.46,79.0,67.0,52.0,4413.66,3163.0,3140.34,489.0,34.62,44.26,44.36,201.47,200.79,196.83
