team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MTL,2024,MTL,MTL,Team Level,4on5,81,0.1,0.11,0.14,23861.0,61.75,5.5,2.94,9.34,1.94,19.1,43.19,5.42,5.5,5.42,65.0,17.0,11.0,93.0,9.0,2.0,0.0,2.0,0.0,12.0,57.0,56.0,73.0,14.0,31.0,202.0,56.0,24.0,31.0,59.0,17.0,6.0,2.03,1.94,1.53,2.0,4.0,3.0,93.0,82.0,82.0,26.0,0.67,0.26,0.07,6.09,6.09,6.01,374.05,50.65,33.06,76.41,11.95,217.89,111.05,44.23,50.65,44.23,341.0,160.0,224.0,725.0,42.0,35.0,2.0,73.0,0.0,207.0,144.0,299.0,459.0,15.0,31.0,216.0,16.0,21.0,65.0,320.0,118.0,63.0,9.05,14.01,27.58,9.0,15.0,18.0,725.0,501.0,501.0,6.0,8.57,9.23,8.9,50.32,50.32,46.84
MTL,2024,MTL,MTL,Team Level,5on4,81,0.87,0.86,0.85,21745.0,297.76,36.09,25.79,64.72,9.64,172.42,91.34,34.56,36.09,34.56,251.0,149.0,124.0,524.0,42.0,30.0,7.0,49.0,3.0,163.0,113.0,209.0,358.0,15.0,30.0,187.0,16.0,21.0,66.0,273.0,81.0,46.0,7.03,9.65,19.42,9.0,11.0,22.0,524.0,400.0,400.0,3.0,6.67,7.35,8.06,34.71,34.71,33.57,52.8,5.36,2.78,8.46,1.78,17.74,35.88,5.3,5.36,5.3,54.0,18.0,13.0,85.0,4.0,2.0,0.0,3.0,1.0,14.0,48.0,50.0,68.0,11.0,20.0,193.0,59.0,24.0,39.0,51.0,13.0,8.0,1.34,1.67,2.35,2.0,1.0,1.0,85.0,72.0,72.0,32.0,0.65,0.31,0.31,5.69,5.69,5.64
NJD,2024,NJD,NJD,Team Level,other,81,0.58,0.55,0.55,10905.0,166.87,40.25,12.48,30.4,5.92,86.48,50.47,37.03,40.25,37.03,150.0,76.0,78.0,304.0,32.0,25.0,1.0,21.0,1.0,85.0,62.0,118.0,194.0,5.0,12.0,113.0,40.0,11.0,26.0,107.0,59.0,60.0,4.56,7.45,28.23,4.0,10.0,18.0,304.0,226.0,226.0,9.0,3.58,7.18,7.18,36.65,36.65,34.81,131.97,28.99,9.28,24.55,4.56,72.94,43.68,26.45,28.99,26.45,116.0,68.0,63.0,247.0,27.0,16.0,2.0,18.0,2.0,61.0,60.0,89.0,157.0,4.0,8.0,99.0,41.0,9.0,30.0,93.0,49.0,42.0,3.94,5.53,19.52,5.0,4.0,18.0,247.0,184.0,184.0,11.0,2.65,4.44,5.11,26.53,26.53,24.6
NJD,2024,NJD,NJD,Team Level,all,81,0.53,0.52,0.51,294208.0,2548.18,273.55,174.56,611.13,86.62,1351.48,965.65,259.11,275.2,260.67,2274.0,1189.0,1474.0,4937.0,238.0,288.0,31.0,472.0,6.0,1091.0,1368.0,2036.0,3225.0,267.0,603.0,2230.0,1911.0,337.0,1239.0,2460.0,667.0,336.0,72.07,83.4,118.08,85.0,71.0,82.0,4975.24,3463.0,3489.02,598.0,39.12,61.77,62.31,250.36,251.74,244.21,2430.55,240.84,164.21,595.62,82.96,1315.45,953.92,225.68,240.82,225.62,2137.0,1216.0,1264.0,4617.0,215.0,266.0,30.0,448.0,8.0,1011.0,1405.0,1922.0,3138.0,254.0,571.0,2249.0,1760.0,355.0,1202.0,2475.0,606.0,272.0,70.41,75.73,94.7,82.0,75.0,58.0,4586.48,3353.0,3334.72,550.0,36.46,55.89,55.98,221.32,220.73,212.16
NJD,2024,NJD,NJD,Team Level,5on5,81,0.52,0.51,0.5,241897.0,1972.32,170.32,126.7,500.1,67.04,1052.46,776.38,163.83,171.96,165.38,1731.0,962.0,1204.0,3897.0,148.0,212.0,22.0,389.0,2.0,822.0,1120.0,1583.0,2545.0,248.0,563.0,1752.0,1779.0,293.0,1094.0,2025.0,482.0,186.0,57.77,60.44,52.12,73.0,46.0,29.0,3935.25,2693.0,2719.02,547.0,26.35,41.59,42.14,154.53,155.9,153.43,1939.95,160.21,122.77,497.75,66.28,1052.87,783.12,154.52,160.2,154.45,1701.0,982.0,1031.0,3714.0,149.0,189.0,19.0,388.0,5.0,799.0,1153.0,1552.0,2534.0,237.0,537.0,1802.0,1650.0,313.0,1060.0,2045.0,487.0,151.0,57.08,61.14,41.99,66.0,62.0,21.0,3683.48,2683.0,2664.72,502.0,25.47,37.07,36.67,149.0,148.42,146.2
NJD,2024,NJD,NJD,Team Level,4on5,81,0.13,0.14,0.16,21959.0,59.68,7.06,3.34,8.43,1.93,18.78,39.46,6.82,7.06,6.82,62.0,17.0,16.0,95.0,6.0,6.0,0.0,4.0,0.0,11.0,52.0,56.0,73.0,5.0,10.0,171.0,53.0,19.0,36.0,48.0,23.0,8.0,1.74,3.02,2.3,3.0,2.0,1.0,95.0,79.0,79.0,29.0,0.75,1.08,1.07,6.75,6.75,6.73,305.68,46.39,29.43,65.55,10.37,173.54,91.72,39.68,46.39,39.68,263.0,154.0,157.0,574.0,36.0,57.0,9.0,40.0,0.0,141.0,143.0,227.0,381.0,9.0,18.0,186.0,23.0,17.0,71.0,290.0,53.0,74.0,7.91,6.71,31.77,9.0,8.0,19.0,574.0,417.0,417.0,3.0,7.73,13.57,13.39,40.73,40.73,36.34
NJD,2024,NJD,NJD,Team Level,5on4,81,0.91,0.89,0.87,19447.0,349.31,55.93,32.04,72.2,11.73,193.75,99.34,51.44,55.93,51.44,331.0,134.0,176.0,641.0,52.0,45.0,8.0,58.0,3.0,173.0,134.0,279.0,413.0,9.0,18.0,194.0,39.0,14.0,83.0,280.0,103.0,82.0,8.0,12.5,35.43,5.0,13.0,34.0,641.0,465.0,465.0,13.0,8.44,11.93,11.93,52.43,52.43,49.24,52.96,5.24,2.72,7.78,1.75,16.1,35.4,5.04,5.24,5.04,57.0,12.0,13.0,82.0,3.0,4.0,0.0,2.0,1.0,10.0,49.0,54.0,66.0,4.0,8.0,162.0,46.0,16.0,41.0,47.0,17.0,5.0,1.47,2.35,1.42,2.0,1.0,0.0,82.0,69.0,69.0,34.0,0.62,0.8,0.8,5.05,5.05,5.02
VGK,2024,VGK,VGK,Team Level,other,81,0.55,0.45,0.46,8313.0,109.93,33.8,7.59,17.61,3.63,58.6,31.78,31.23,33.8,31.23,103.0,50.0,53.0,206.0,35.0,11.0,1.0,15.0,0.0,60.0,32.0,68.0,118.0,1.0,2.0,96.0,22.0,12.0,33.0,64.0,37.0,52.0,2.67,4.9,26.22,4.0,7.0,24.0,206.0,153.0,153.0,16.0,2.27,3.0,3.0,33.07,33.07,30.92,129.85,27.84,9.71,23.03,4.46,74.76,37.2,24.34,27.84,24.34,105.0,72.0,75.0,252.0,18.0,12.0,2.0,21.0,4.0,78.0,44.0,87.0,159.0,2.0,4.0,96.0,22.0,14.0,29.0,89.0,46.0,42.0,3.57,5.49,18.77,4.0,4.0,10.0,252.0,177.0,177.0,11.0,2.95,4.64,4.64,26.15,26.15,23.65
VGK,2024,VGK,VGK,Team Level,all,81,0.54,0.51,0.52,294466.0,2623.4,273.63,174.25,627.71,87.2,1400.49,1019.73,257.74,275.97,260.01,2451.0,1132.0,1317.0,4900.0,270.0,270.0,32.0,536.0,8.0,1169.0,1330.0,2181.0,3313.0,188.0,429.0,2298.0,1473.0,397.0,1294.0,2575.0,671.0,337.0,76.59,83.21,113.83,90.0,97.0,83.0,4961.76,3583.0,3621.37,595.0,38.34,58.1,58.13,253.85,255.99,246.49,2442.28,230.3,161.29,600.24,83.03,1326.11,956.02,217.59,230.06,217.35,2124.0,1233.0,1380.0,4737.0,213.0,266.0,35.0,448.0,6.0,1171.0,1253.0,1911.0,3144.0,204.0,457.0,2275.0,1894.0,382.0,1252.0,2503.0,593.0,261.0,71.89,73.51,84.9,80.0,69.0,64.0,4706.84,3357.0,3345.44,585.0,35.49,56.28,56.53,209.26,209.04,202.56
VGK,2024,VGK,VGK,Team Level,5on5,81,0.53,0.51,0.52,253545.0,2187.0,190.0,139.6,546.09,72.93,1167.63,878.74,182.48,192.34,184.73,2018.0,977.0,1153.0,4148.0,181.0,233.0,28.0,463.0,8.0,969.0,1141.0,1837.0,2814.0,175.0,397.0,1904.0,1404.0,358.0,1183.0,2244.0,542.0,209.0,66.36,67.16,56.48,79.0,74.0,28.0,4209.76,2995.0,3033.37,556.0,29.05,48.16,48.18,170.88,173.02,170.01,2031.67,170.7,128.5,518.35,69.29,1093.21,814.95,163.19,170.46,162.95,1765.0,1030.0,1158.0,3953.0,154.0,220.0,26.0,391.0,2.0,947.0,1081.0,1611.0,2641.0,193.0,433.0,1884.0,1823.0,336.0,1150.0,2140.0,472.0,183.0,60.4,59.18,51.13,70.0,50.0,34.0,3922.84,2795.0,2783.44,546.0,26.65,42.78,42.97,154.38,154.14,151.32
VGK,2024,VGK,VGK,Team Level,4on5,81,0.16,0.13,0.15,15746.0,44.37,5.12,2.82,6.97,1.55,14.31,28.24,5.01,5.12,5.01,47.0,12.0,9.0,68.0,6.0,1.0,0.0,5.0,0.0,8.0,39.0,41.0,53.0,4.0,12.0,123.0,37.0,21.0,27.0,36.0,16.0,7.0,1.13,1.98,2.0,3.0,3.0,0.0,68.0,59.0,59.0,20.0,0.64,0.3,0.3,5.46,5.46,5.4,241.99,27.84,21.25,53.13,8.05,146.25,77.48,26.21,27.84,26.21,217.0,117.0,134.0,468.0,38.0,30.0,6.0,33.0,0.0,138.0,95.0,179.0,296.0,4.0,10.0,152.0,11.0,17.0,41.0,241.0,61.0,32.0,6.92,7.08,13.84,5.0,14.0,19.0,468.0,334.0,334.0,1.0,5.48,7.75,7.81,25.51,25.51,24.38
VGK,2024,VGK,VGK,Team Level,5on4,81,0.92,0.88,0.88,16862.0,282.11,44.72,24.24,57.03,9.08,159.95,80.98,39.04,44.72,39.04,283.0,93.0,102.0,478.0,48.0,25.0,3.0,53.0,0.0,132.0,118.0,235.0,328.0,8.0,18.0,175.0,10.0,6.0,51.0,231.0,76.0,69.0,6.43,9.17,29.12,4.0,13.0,31.0,478.0,376.0,376.0,3.0,6.37,6.65,6.65,44.44,44.44,40.16,38.77,3.92,1.83,5.73,1.23,11.89,26.39,3.84,3.92,3.84,37.0,14.0,13.0,64.0,3.0,4.0,1.0,3.0,0.0,8.0,33.0,34.0,48.0,5.0,10.0,143.0,38.0,15.0,32.0,33.0,14.0,4.0,1.0,1.77,1.16,1.0,1.0,1.0,64.0,51.0,51.0,27.0,0.42,1.11,1.11,3.23,3.23,3.21
NYI,2024,NYI,NYI,Team Level,other,81,0.43,0.48,0.48,10726.0,166.27,31.19,13.01,31.7,5.81,96.27,51.03,28.37,31.19,28.37,158.0,71.0,76.0,305.0,26.0,20.0,2.0,21.0,2.0,92.0,68.0,132.0,203.0,6.0,20.0,133.0,34.0,18.0,24.0,131.0,56.0,42.0,4.71,6.78,19.7,5.0,6.0,15.0,305.0,229.0,229.0,12.0,3.7,5.07,5.07,29.82,29.82,27.57,178.83,41.95,12.72,31.72,5.89,96.95,57.77,36.39,41.95,36.39,174.0,73.0,89.0,336.0,44.0,20.0,4.0,20.0,0.0,84.0,79.0,130.0,203.0,3.0,6.0,105.0,24.0,18.0,24.0,122.0,61.0,64.0,5.16,7.52,29.27,9.0,8.0,27.0,336.0,247.0,247.0,11.0,3.69,8.27,8.27,37.37,37.37,34.46
NYI,2024,NYI,NYI,Team Level,all,81,0.48,0.5,0.5,295082.0,2607.3,240.08,178.85,640.6,89.39,1421.0,1023.11,229.18,239.94,229.06,2383.0,1210.0,1368.0,4961.0,221.0,283.0,29.0,512.0,5.0,1191.0,1381.0,2162.0,3372.0,201.0,441.0,2513.0,1806.0,399.0,1204.0,2696.0,644.0,253.0,77.16,80.42,82.49,76.0,91.0,54.0,4946.18,3593.0,3585.63,570.0,39.9,55.58,55.6,224.37,224.14,217.73,2581.47,256.49,175.15,618.16,86.14,1396.61,1011.44,242.23,257.79,243.46,2331.0,1213.0,1440.0,4984.0,251.0,277.0,22.0,417.0,6.0,1179.0,1414.0,2080.0,3293.0,220.0,479.0,2066.0,1743.0,441.0,1197.0,2609.0,649.0,286.0,75.66,81.49,99.34,102.0,78.0,71.0,5014.55,3544.0,3564.63,579.0,38.9,60.62,60.62,234.77,235.9,229.26
NYI,2024,NYI,NYI,Team Level,5on5,81,0.5,0.5,0.51,245627.0,2075.88,172.54,134.14,528.96,71.08,1128.73,832.55,166.19,172.41,166.07,1868.0,1000.0,1143.0,4011.0,161.0,213.0,23.0,413.0,2.0,946.0,1133.0,1707.0,2707.0,182.0,397.0,1982.0,1715.0,344.0,1087.0,2209.0,488.0,171.0,63.62,61.72,47.21,67.0,70.0,24.0,3996.18,2868.0,2860.63,533.0,27.89,42.93,43.08,157.35,157.11,154.31,2043.04,172.62,131.83,512.73,68.58,1103.35,820.88,166.32,173.93,167.55,1826.0,984.0,1219.0,4029.0,155.0,211.0,14.0,344.0,6.0,937.0,1157.0,1671.0,2655.0,208.0,455.0,1646.0,1654.0,386.0,1096.0,2133.0,509.0,168.0,60.69,64.43,47.52,78.0,61.0,16.0,4059.55,2810.0,2830.63,534.0,27.36,43.76,43.84,156.14,157.27,154.72
NYI,2024,NYI,NYI,Team Level,4on5,81,0.13,0.15,0.17,17207.0,64.52,5.82,3.1,9.07,1.89,19.64,45.47,5.76,5.82,5.76,70.0,15.0,9.0,94.0,9.0,3.0,1.0,7.0,0.0,15.0,51.0,61.0,76.0,3.0,6.0,173.0,37.0,22.0,20.0,59.0,21.0,5.0,1.79,2.58,1.46,2.0,5.0,2.0,94.0,85.0,85.0,14.0,0.7,0.28,0.28,6.24,6.24,6.23,305.3,37.79,28.08,65.5,10.01,179.12,94.5,35.45,37.79,35.45,273.0,142.0,123.0,538.0,46.0,43.0,4.0,52.0,0.0,144.0,130.0,227.0,369.0,5.0,10.0,156.0,17.0,14.0,46.0,298.0,67.0,50.0,8.2,8.13,21.46,10.0,8.0,28.0,538.0,415.0,415.0,10.0,7.29,7.89,7.82,37.25,37.25,36.09
NYI,2024,NYI,NYI,Team Level,5on4,81,0.88,0.87,0.85,21522.0,300.63,30.52,28.59,70.87,10.61,176.36,94.05,28.87,30.52,28.87,287.0,124.0,140.0,551.0,25.0,47.0,3.0,71.0,1.0,138.0,129.0,262.0,386.0,10.0,18.0,225.0,20.0,15.0,73.0,297.0,79.0,35.0,7.05,9.34,14.13,2.0,10.0,13.0,551.0,411.0,411.0,11.0,7.61,7.29,7.17,30.96,30.96,29.62,54.31,4.13,2.52,8.21,1.66,17.19,38.29,4.07,4.13,4.07,58.0,14.0,9.0,81.0,6.0,3.0,0.0,1.0,0.0,14.0,48.0,52.0,66.0,4.0,8.0,159.0,48.0,23.0,31.0,56.0,12.0,4.0,1.63,1.41,1.09,5.0,1.0,0.0,81.0,72.0,72.0,24.0,0.57,0.69,0.69,4.01,4.01,4.0
PIT,2024,PIT,PIT,Team Level,other,81,0.4,0.42,0.44,8630.0,114.8,26.12,8.56,20.53,4.11,61.32,38.36,23.98,26.12,23.98,101.0,58.0,59.0,218.0,31.0,10.0,1.0,12.0,2.0,63.0,41.0,70.0,128.0,4.0,8.0,112.0,31.0,14.0,26.0,81.0,43.0,35.0,3.23,5.37,17.51,7.0,10.0,14.0,218.0,159.0,159.0,11.0,2.45,3.4,3.4,25.18,25.18,23.81,147.84,38.84,10.63,26.36,5.0,76.94,46.24,35.51,38.84,35.51,137.0,67.0,91.0,295.0,44.0,19.0,6.0,18.0,0.0,63.0,60.0,93.0,160.0,2.0,4.0,91.0,28.0,8.0,32.0,103.0,45.0,56.0,4.33,5.84,28.68,7.0,10.0,27.0,295.0,204.0,204.0,12.0,3.08,6.54,6.54,35.37,35.37,33.23
PIT,2024,PIT,PIT,Team Level,all,81,0.48,0.5,0.49,295353.0,2555.73,255.79,178.65,626.12,87.76,1377.4,980.29,241.55,255.7,241.46,2289.0,1217.0,1385.0,4891.0,237.0,306.0,28.0,492.0,9.0,1091.0,1371.0,2052.0,3269.0,241.0,519.0,2412.0,1641.0,430.0,1256.0,2560.0,644.0,302.0,72.32,81.19,102.27,84.0,81.0,72.0,4869.31,3506.0,3492.2,552.0,39.6,66.61,66.61,228.78,228.74,222.34,2625.28,272.15,176.76,632.1,88.74,1420.19,1032.05,258.22,274.46,260.34,2452.0,1170.0,1319.0,4941.0,285.0,278.0,31.0,505.0,5.0,1123.0,1426.0,2167.0,3337.0,250.0,545.0,2156.0,1631.0,420.0,1229.0,2626.0,687.0,309.0,75.82,86.12,110.21,99.0,98.0,88.0,4987.61,3622.0,3655.22,590.0,39.13,58.97,58.97,252.32,254.31,246.98
PIT,2024,PIT,PIT,Team Level,5on5,81,0.49,0.51,0.5,244875.0,2048.09,174.97,134.79,523.47,70.14,1108.13,812.49,167.15,174.88,167.06,1819.0,1005.0,1175.0,3999.0,154.0,227.0,19.0,408.0,7.0,881.0,1147.0,1665.0,2670.0,221.0,473.0,1926.0,1558.0,379.0,1117.0,2138.0,500.0,186.0,59.67,63.26,52.04,69.0,60.0,25.0,3977.31,2824.0,2810.19,505.0,27.99,46.18,46.38,156.57,156.54,153.39,2074.07,181.52,134.53,523.33,70.51,1119.8,827.32,173.73,183.82,175.85,1914.0,943.0,1059.0,3916.0,194.0,222.0,22.0,408.0,5.0,871.0,1157.0,1720.0,2663.0,233.0,513.0,1717.0,1538.0,363.0,1095.0,2140.0,528.0,189.0,61.0,66.79,53.73,84.0,79.0,31.0,3962.61,2857.0,2890.22,533.0,27.95,45.41,45.5,163.97,165.96,163.01
PIT,2024,PIT,PIT,Team Level,4on5,81,0.07,0.09,0.1,20538.0,37.36,3.28,1.83,6.35,1.41,12.12,26.01,3.16,3.28,3.16,40.0,11.0,7.0,58.0,1.0,1.0,0.0,4.0,0.0,8.0,37.0,39.0,50.0,8.0,20.0,167.0,39.0,18.0,34.0,40.0,8.0,3.0,1.18,1.1,1.01,0.0,1.0,0.0,58.0,51.0,51.0,27.0,0.43,0.49,0.49,3.21,3.21,3.17,328.57,45.72,27.58,70.21,10.68,198.33,104.48,43.02,45.72,43.02,323.0,134.0,161.0,618.0,43.0,30.0,3.0,71.0,0.0,179.0,134.0,280.0,414.0,13.0,24.0,191.0,16.0,22.0,67.0,304.0,94.0,59.0,8.18,10.96,26.59,6.0,7.0,30.0,618.0,457.0,457.0,14.0,7.18,6.54,6.45,46.47,46.47,44.27
PIT,2024,PIT,PIT,Team Level,5on4,81,0.89,0.85,0.82,21310.0,355.49,51.42,33.47,75.75,12.1,195.83,103.43,47.26,51.42,47.26,329.0,143.0,144.0,616.0,51.0,68.0,8.0,68.0,0.0,139.0,146.0,278.0,421.0,8.0,18.0,207.0,13.0,19.0,79.0,301.0,93.0,78.0,8.24,11.47,31.71,8.0,10.0,33.0,616.0,472.0,472.0,9.0,8.74,16.54,16.34,43.81,43.81,41.97,74.8,6.06,4.02,12.2,2.56,25.13,54.02,5.96,6.06,5.96,78.0,26.0,8.0,112.0,4.0,7.0,0.0,8.0,0.0,10.0,75.0,74.0,100.0,2.0,4.0,157.0,49.0,27.0,35.0,79.0,20.0,5.0,2.31,2.54,1.21,2.0,2.0,0.0,112.0,104.0,104.0,31.0,0.93,0.48,0.48,6.51,6.51,6.48
CBJ,2024,CBJ,CBJ,Team Level,other,81,0.49,0.48,0.49,9629.0,147.28,32.53,9.96,28.76,4.99,76.37,47.38,28.76,32.53,28.76,141.0,59.0,66.0,266.0,22.0,18.0,1.0,26.0,1.0,71.0,62.0,119.0,178.0,6.0,15.0,113.0,20.0,14.0,32.0,111.0,42.0,47.0,4.3,5.37,22.86,4.0,3.0,15.0,266.0,200.0,200.0,14.0,2.93,5.36,5.36,30.11,30.11,27.33,152.86,33.47,10.72,28.34,5.37,81.48,50.63,29.34,33.47,29.34,148.0,62.0,81.0,291.0,37.0,16.0,6.0,28.0,2.0,73.0,54.0,111.0,173.0,4.0,9.0,144.0,23.0,24.0,34.0,104.0,51.0,55.0,4.3,6.46,22.7,6.0,9.0,22.0,291.0,210.0,210.0,13.0,3.18,5.13,5.13,31.52,31.52,28.6
CBJ,2024,CBJ,CBJ,Team Level,all,81,0.48,0.49,0.49,295215.0,2523.43,242.34,166.41,621.11,86.06,1336.01,997.08,227.7,242.81,228.2,2356.0,1093.0,1357.0,4806.0,261.0,289.0,31.0,518.0,8.0,1051.0,1322.0,2095.0,3188.0,267.0,622.0,2216.0,1647.0,384.0,1228.0,2562.0,594.0,293.0,69.75,73.9,98.68,97.0,101.0,63.0,4812.58,3449.0,3454.48,574.0,36.64,63.66,63.66,215.31,215.69,209.0,2645.65,263.74,179.14,639.49,89.66,1439.92,1022.06,250.1,264.62,250.9,2416.0,1218.0,1457.0,5091.0,266.0,298.0,35.0,445.0,11.0,1163.0,1451.0,2150.0,3368.0,230.0,555.0,2417.0,1603.0,392.0,1257.0,2638.0,694.0,302.0,76.26,87.45,100.02,101.0,93.0,72.0,5106.79,3634.0,3650.12,587.0,39.72,65.1,65.17,238.3,239.05,232.05
CBJ,2024,CBJ,CBJ,Team Level,5on5,81,0.48,0.49,0.49,247849.0,2051.2,175.0,129.41,524.57,70.19,1082.72,822.11,165.59,175.47,166.09,1887.0,917.0,1143.0,3947.0,195.0,238.0,27.0,432.0,6.0,841.0,1092.0,1692.0,2609.0,241.0,567.0,1768.0,1581.0,340.0,1109.0,2130.0,475.0,199.0,56.89,59.11,59.0,82.0,84.0,29.0,3953.58,2804.0,2809.48,532.0,26.86,52.52,52.52,149.35,149.73,146.65,2130.93,186.79,137.5,535.5,72.25,1152.43,845.54,179.03,187.68,179.82,1911.0,1019.0,1243.0,4173.0,178.0,250.0,24.0,365.0,7.0,923.0,1207.0,1733.0,2752.0,212.0,518.0,1947.0,1532.0,333.0,1117.0,2204.0,533.0,193.0,62.97,67.34,56.48,86.0,66.0,26.0,4188.79,2930.0,2946.12,529.0,28.5,52.48,52.55,162.74,163.5,160.58
CBJ,2024,CBJ,CBJ,Team Level,4on5,81,0.13,0.14,0.17,20188.0,63.84,5.64,3.14,9.96,2.23,21.37,45.65,5.53,5.64,5.53,72.0,16.0,8.0,96.0,9.0,3.0,0.0,7.0,0.0,9.0,60.0,63.0,79.0,4.0,8.0,164.0,29.0,22.0,33.0,67.0,13.0,8.0,1.73,1.67,2.24,2.0,4.0,3.0,96.0,88.0,88.0,26.0,0.73,0.6,0.6,5.77,5.77,5.69,321.75,39.38,28.96,70.12,10.87,193.72,97.95,37.67,39.38,37.67,312.0,129.0,127.0,568.0,45.0,31.0,5.0,52.0,2.0,158.0,153.0,267.0,396.0,12.0,24.0,189.0,19.0,14.0,63.0,296.0,95.0,50.0,7.95,11.64,19.79,6.0,15.0,24.0,568.0,441.0,441.0,11.0,7.59,7.19,7.19,39.78,39.78,38.63
CBJ,2024,CBJ,CBJ,Team Level,5on4,81,0.88,0.89,0.87,17549.0,261.13,29.16,23.91,57.81,8.64,155.56,81.93,27.81,29.16,27.81,256.0,101.0,140.0,497.0,35.0,30.0,3.0,53.0,1.0,130.0,108.0,221.0,322.0,16.0,32.0,171.0,17.0,8.0,54.0,254.0,64.0,39.0,6.82,7.74,14.58,9.0,10.0,16.0,497.0,357.0,357.0,2.0,6.12,5.19,5.19,30.08,30.08,29.32,40.11,4.1,1.96,5.54,1.19,12.28,27.94,4.06,4.1,4.06,45.0,8.0,6.0,59.0,6.0,1.0,0.0,0.0,0.0,9.0,37.0,39.0,47.0,2.0,4.0,137.0,29.0,21.0,43.0,34.0,15.0,4.0,1.05,2.01,1.05,3.0,3.0,0.0,59.0,53.0,53.0,34.0,0.45,0.3,0.3,4.25,4.25,4.23
EDM,2024,EDM,EDM,Team Level,other,81,0.58,0.52,0.54,10695.0,168.92,39.4,11.43,29.76,5.44,83.67,55.3,36.06,39.4,36.06,150.0,75.0,68.0,293.0,39.0,25.0,8.0,19.0,0.0,73.0,69.0,111.0,186.0,4.0,11.0,116.0,19.0,14.0,40.0,98.0,64.0,63.0,4.21,7.94,27.26,5.0,11.0,23.0,293.0,225.0,225.0,15.0,3.32,8.43,8.43,34.29,34.29,32.91,139.42,28.45,9.86,27.17,4.98,75.95,47.61,26.36,28.45,26.36,136.0,58.0,79.0,273.0,18.0,13.0,0.0,23.0,2.0,86.0,52.0,118.0,176.0,3.0,6.0,120.0,18.0,16.0,34.0,117.0,38.0,39.0,4.37,4.5,19.58,5.0,2.0,11.0,273.0,194.0,194.0,15.0,2.9,2.49,2.49,28.85,28.85,27.06
